<timestamp>|<CAN_ID>|<direction>|<type>|<DLC>|<data_bytes>
231.602879|671|Rx|d|2|0200
231.602879|3b7|Rx|d|6|00007FC000C0
231.602879|5df|Rx|d|3|009500
231.612923|1b0|Rx|d|4|FF00FFC0
231.612923|657|Rx|d|2|C0CC
231.632626|211|Rx|d|8|8200FFFFA90000D0
231.632626|214|Rx|d|2|0000
231.632626|4ac|Rx|d|5|83752A0080
231.632626|45c|Rx|d|6|00000000FFE0
231.632626|1b0|Rx|d|4|FF00FFC0
231.647705|211|Rx|d|8|8200FFFFA90000D0
231.647705|214|Rx|d|2|0000
231.647705|1b0|Rx|d|4|FF00FFC0
231.663001|211|Rx|d|8|8200FFFFA90000D0
231.663001|214|Rx|d|2|0000
231.670232|350|Rx|d|8|C02F3AF31870A489
231.670232|1b0|Rx|d|4|FF00FFC0
231.670232|4de|Rx|d|3|C00000
231.670232|55d|Rx|d|8|00FC50C090800000
231.692730|211|Rx|d|8|8200FFFFA90000D0
231.692730|214|Rx|d|2|0000
231.692730|4f8|Rx|d|8|94C0000000000000
231.692730|1b0|Rx|d|4|FF00FFC0
231.692730|5de|Rx|d|8|0000000000000002
231.714141|211|Rx|d|8|8200FFFFA90000D0
231.714141|214|Rx|d|2|0000
231.714141|218|Rx|d|1|98
231.714141|4fa|Rx|d|2|0800
231.714141|671|Rx|d|2|0200
231.714141|3b7|Rx|d|6|00007FC000C0
231.714141|5df|Rx|d|3|009500
231.714141|1b0|Rx|d|4|FF00FFC0
231.714141|657|Rx|d|2|C0CC
231.714141|211|Rx|d|8|8200FFFFA90000D0
231.714141|214|Rx|d|2|0000
231.740882|4ac|Rx|d|5|83752A0080
231.740882|45c|Rx|d|6|00000000FFE0
231.740882|1b0|Rx|d|4|FF00FFC0
231.740882|211|Rx|d|8|8200FFFFA90000D0
231.740882|214|Rx|d|2|0000
231.758001|1b0|Rx|d|4|FF00FFC0
231.758001|211|Rx|d|8|8200FFFFA90000D0
231.758001|214|Rx|d|2|0000
231.770077|350|Rx|d|8|C02F3AF31870A489
231.770077|1b0|Rx|d|4|FF00FFC0
231.770077|4de|Rx|d|3|C00000
231.770077|55d|Rx|d|8|00FC50C090800000
231.792782|211|Rx|d|8|8200FFFFA90000D0
231.792782|214|Rx|d|2|0000
231.792782|4f8|Rx|d|8|94C0000000000000
231.792782|1b0|Rx|d|4|FF00FFC0
231.792782|5de|Rx|d|8|0000000000000002
231.813017|211|Rx|d|8|8200FFFFA90000D0
231.813017|214|Rx|d|2|0000
231.813017|218|Rx|d|1|98
231.813017|4fa|Rx|d|2|0800
231.813017|671|Rx|d|2|0200
231.813017|3b7|Rx|d|6|00007FC000C0
231.813017|5df|Rx|d|3|009500
231.813017|1b0|Rx|d|4|FF00FFC0
231.813017|657|Rx|d|2|C0CC
231.832857|211|Rx|d|8|8200FFFFA90000D0
231.832857|214|Rx|d|2|0000
231.832857|4ac|Rx|d|5|83752A0080
231.832857|45c|Rx|d|6|00000000FFE0
231.832857|1b0|Rx|d|4|FF00FFC0
231.832857|211|Rx|d|8|8200FFFFA90000D0
231.847773|214|Rx|d|2|0000
231.847773|1b0|Rx|d|4|FF00FFC0
231.863338|211|Rx|d|8|8200FFFFA90000D0
231.863338|214|Rx|d|2|0000
231.870115|350|Rx|d|8|C02F3AF31870A489
231.870115|1b0|Rx|d|4|FF00FFC0
231.870115|4de|Rx|d|3|C00000
231.870115|55d|Rx|d|8|00FC50C090800000
231.882699|211|Rx|d|8|8200FFFFA90000D0
231.882699|214|Rx|d|2|0000
231.882699|4f8|Rx|d|8|94C0000000000000
231.893038|1b0|Rx|d|4|FF00FFC0
231.893038|5de|Rx|d|8|0000000000000002
231.902885|211|Rx|d|8|8200FFFFA90000D0
231.902885|214|Rx|d|2|0000
231.902885|218|Rx|d|1|98
231.902885|4fa|Rx|d|2|0800
231.902885|671|Rx|d|2|0200
231.902885|3b7|Rx|d|6|00007FC000C0
231.902885|5df|Rx|d|3|009500
231.917931|1b0|Rx|d|4|FF00FFC0
231.917931|657|Rx|d|2|C0CC
231.917931|211|Rx|d|8|8200FFFFA90000D0
231.917931|214|Rx|d|2|0000
231.917931|4ac|Rx|d|5|83752A0080
231.917931|45c|Rx|d|6|00000000FFE0
231.933069|1b0|Rx|d|4|FF00FFC0
231.938076|211|Rx|d|8|8200FFFFA90000D0
231.938076|214|Rx|d|2|0000
231.949164|1b0|Rx|d|4|FF00FFC0
231.956057|211|Rx|d|8|8200FFFFA90000D0
231.958056|214|Rx|d|2|0000
231.968050|350|Rx|d|8|C02F3AF31870A489
231.968050|1b0|Rx|d|4|FF00FFC0
231.968050|4de|Rx|d|3|C00000
231.970048|55d|Rx|d|8|00FC50C090800000
231.976045|211|Rx|d|8|8200FFFFA90000D0
231.976045|214|Rx|d|2|0000
231.978042|4f8|Rx|d|8|94C0000000000000
231.988039|1b0|Rx|d|4|FF00FFC0
231.988039|5de|Rx|d|8|0000000000000002
231.996032|211|Rx|d|8|8200FFFFA90000D0
231.996032|214|Rx|d|2|0000
231.996032|218|Rx|d|1|98
231.996032|4fa|Rx|d|2|0800
231.996032|671|Rx|d|2|0200
231.996032|3b7|Rx|d|6|00007FC000C0
231.996032|5df|Rx|d|3|009500
232.008024|646|Rx|d|8|000000020000000C
232.008024|1b0|Rx|d|4|FF00FFC0
232.008024|657|Rx|d|2|C0CC
232.016020|211|Rx|d|8|8200FFFFA90000D0
232.016020|214|Rx|d|2|0000
232.018021|4ac|Rx|d|5|83752A0080
232.018021|45c|Rx|d|6|00000000FFE0
232.028012|1b0|Rx|d|4|FF00FFC0
232.036008|211|Rx|d|8|8200FFFFA90000D0
232.036008|214|Rx|d|2|0000
232.048004|1b0|Rx|d|4|FF00FFC0
232.055995|211|Rx|d|8|8200FFFFA90000D0
232.055995|214|Rx|d|2|0000
232.069986|350|Rx|d|8|C02F3AF31870A489
232.069986|1b0|Rx|d|4|FF00FFC0
232.069986|4de|Rx|d|3|C00000
232.069986|55d|Rx|d|8|00FC50C090800000
232.080180|211|Rx|d|8|8200FFFFA90000D0
232.080180|214|Rx|d|2|0000
232.080180|4f8|Rx|d|8|94C0000000000000
232.092741|1b0|Rx|d|4|FF00FFC0
232.092741|5de|Rx|d|8|0000000000000002
232.102312|211|Rx|d|8|8200FFFFA90000D0
232.102312|214|Rx|d|2|0000
232.102312|218|Rx|d|1|98
232.102312|4fa|Rx|d|2|0800
232.102312|671|Rx|d|2|0200
232.102312|3b7|Rx|d|6|00007FC000C0
232.102312|5df|Rx|d|3|009500
232.110373|1b0|Rx|d|4|FF00FFC0
232.110373|657|Rx|d|2|C0CC
232.110373|69f|Rx|d|4|0650859F
232.120310|211|Rx|d|8|8200FFFFA90000D0
232.120310|214|Rx|d|2|0000
232.120310|4ac|Rx|d|5|83752A0080
232.120310|45c|Rx|d|6|00000000FFE0
232.132448|1b0|Rx|d|4|FF00FFC0
232.150591|211|Rx|d|8|8200FFFFA90000D0
232.150591|214|Rx|d|2|0000
232.150591|1b0|Rx|d|4|FF00FFC0
232.167887|211|Rx|d|8|8200FFFFA90000D0
232.167887|214|Rx|d|2|0000
232.167887|350|Rx|d|8|C02F3AF31870A489
232.167887|1b0|Rx|d|4|FF00FFC0
232.167887|4de|Rx|d|3|C00000
232.167887|55d|Rx|d|8|00FC50C090800000
232.185859|211|Rx|d|8|8200FFFFA90000D0
232.185859|214|Rx|d|2|0000
232.185859|4f8|Rx|d|8|94C0000000000000
232.192586|1b0|Rx|d|4|FF00FFC0
232.192586|5de|Rx|d|8|0000000000000002
232.202777|211|Rx|d|8|8200FFFFA90000D0
232.202777|214|Rx|d|2|0000
232.202777|218|Rx|d|1|98
232.202777|4fa|Rx|d|2|0800
232.202777|671|Rx|d|2|0200
232.202777|3b7|Rx|d|6|00007FC000C0
232.202777|5df|Rx|d|3|009500
232.212821|1b0|Rx|d|4|FF00FFC0
232.212821|657|Rx|d|2|C0CC
232.232674|211|Rx|d|8|8200FFFFA90000D0
232.232674|214|Rx|d|2|0000
232.232674|4ac|Rx|d|5|83752A0080
232.232674|45c|Rx|d|6|00000000FFE0
232.232674|1b0|Rx|d|4|FF00FFC0
232.252730|211|Rx|d|8|8200FFFFA90000D0
232.252730|214|Rx|d|2|0000
232.252730|1b0|Rx|d|4|FF00FFC0
232.272872|211|Rx|d|8|8200FFFFA90000D0
232.272872|214|Rx|d|2|0000
232.272872|350|Rx|d|8|C02F3AF31870A489
232.272872|1b0|Rx|d|4|FF00FFC0
232.272872|4de|Rx|d|3|C00000
232.272872|55d|Rx|d|8|00FC50C090800000
232.292273|211|Rx|d|8|8200FFFFA90000D0
232.292273|214|Rx|d|2|0000
232.292273|4f8|Rx|d|8|94C0000000000000
232.292273|1b0|Rx|d|4|FF00FFC0
232.292273|5de|Rx|d|8|0000000000000002
232.317962|211|Rx|d|8|8200FFFFA90000D0
232.317962|214|Rx|d|2|0000
232.317962|218|Rx|d|1|98
232.317962|4fa|Rx|d|2|0800
232.317962|671|Rx|d|2|0200
232.317962|3b7|Rx|d|6|00007FC000C0
232.317962|5df|Rx|d|3|009500
232.317962|1b0|Rx|d|4|FF00FFC0
232.317962|657|Rx|d|2|C0CC
232.317962|211|Rx|d|8|8200FFFFA90000D0
232.317962|214|Rx|d|2|0000
232.317962|4ac|Rx|d|5|83752A0080
232.317962|45c|Rx|d|6|00000000FFE0
232.332607|1b0|Rx|d|4|FF00FFC0
232.350978|211|Rx|d|8|8200FFFFA90000D0
232.350978|214|Rx|d|2|0000
232.350978|1b0|Rx|d|4|FF00FFC0
232.362971|211|Rx|d|8|8200FFFFA90000D0
232.362971|214|Rx|d|2|0000
232.373020|350|Rx|d|8|C02F3AF31870A489
232.373020|1b0|Rx|d|4|FF00FFC0
232.373020|4de|Rx|d|3|C00000
232.373020|55d|Rx|d|8|00FC50C090800000
232.387920|211|Rx|d|8|8200FFFFA90000D0
232.387920|214|Rx|d|2|0000
232.387920|4f8|Rx|d|8|94C0000000000000
232.387920|1b0|Rx|d|4|FF00FFC0
232.387920|5de|Rx|d|8|0000000000000002
232.402555|211|Rx|d|8|8200FFFFA90000D0
232.402555|214|Rx|d|2|0000
232.402555|218|Rx|d|1|98
232.402555|4fa|Rx|d|2|0800
232.402555|671|Rx|d|2|0200
232.402555|3b7|Rx|d|6|00007FC000C0
232.402555|5df|Rx|d|3|009500
232.412604|1b0|Rx|d|4|FF00FFC0
232.412604|657|Rx|d|2|C0CC
232.421892|211|Rx|d|8|8200FFFFA90000D0
232.421892|214|Rx|d|2|0000
232.421892|4ac|Rx|d|5|83752A0080
232.421892|45c|Rx|d|6|00000000FFE0
232.429053|1b0|Rx|d|4|FF00FFC0
232.437049|211|Rx|d|8|8200FFFFA90000D0
232.437049|214|Rx|d|2|0000
232.449042|1b0|Rx|d|4|FF00FFC0
232.457036|211|Rx|d|8|8200FFFFA90000D0
232.457036|214|Rx|d|2|0000
232.469029|350|Rx|d|8|C02F3AF31870A489
232.469029|1b0|Rx|d|4|FF00FFC0
232.469029|4de|Rx|d|3|C00000
232.469029|55d|Rx|d|8|00FC50C090800000
232.477024|211|Rx|d|8|8200FFFFA90000D0
232.477024|214|Rx|d|2|0000
232.477024|4f8|Rx|d|8|94C0000000000000
232.489016|1b0|Rx|d|4|FF00FFC0
232.489016|5de|Rx|d|8|0000000000000002
232.497012|211|Rx|d|8|8200FFFFA90000D0
232.497012|214|Rx|d|2|0000
232.497012|218|Rx|d|1|98
232.497012|4fa|Rx|d|2|0800
232.497012|671|Rx|d|2|0200
232.499011|3b7|Rx|d|6|00007FC000C0
232.499011|5df|Rx|d|3|009500
232.509005|646|Rx|d|8|000000020000000C
232.509005|1b0|Rx|d|4|FF00FFC0
232.509005|657|Rx|d|2|C0CC
232.517000|211|Rx|d|8|8200FFFFA90000D0
232.517000|214|Rx|d|2|0000
232.517000|4ac|Rx|d|5|83752A0080
232.517000|45c|Rx|d|6|00000000FFE0
232.528991|1b0|Rx|d|4|FF00FFC0
232.536988|211|Rx|d|8|8200FFFFA90000D0
232.536988|214|Rx|d|2|0000
232.552949|1b0|Rx|d|4|FF00FFC0
232.572957|211|Rx|d|8|8200FFFFA90000D0
232.572957|214|Rx|d|2|0000
232.572957|350|Rx|d|8|C02F3AF31870A489
232.572957|1b0|Rx|d|4|FF00FFC0
232.572957|4de|Rx|d|3|C00000
232.572957|55d|Rx|d|8|00FC50C090800000
232.592669|211|Rx|d|8|8200FFFFA90000D0
232.592669|214|Rx|d|2|0000
232.592669|4f8|Rx|d|8|94C0000000000000
232.592669|1b0|Rx|d|4|FF00FFC0
232.592669|5de|Rx|d|8|0000000000000002
232.602720|211|Rx|d|8|8200FFFFA90000D0
232.612732|214|Rx|d|2|0000
232.612732|218|Rx|d|1|98
232.612732|4fa|Rx|d|2|0800
232.612732|671|Rx|d|2|0200
232.612732|3b7|Rx|d|6|00007FC000C0
232.612732|5df|Rx|d|3|009500
232.612732|1b0|Rx|d|4|FF00FFC0
232.612732|657|Rx|d|2|C0CC
232.620732|211|Rx|d|8|8200FFFFA90000D0
232.620732|214|Rx|d|2|0000
232.620732|4ac|Rx|d|5|83752A0080
232.620732|45c|Rx|d|6|00000000FFE0
232.632822|1b0|Rx|d|4|FF00FFC0
232.632822|211|Rx|d|8|8200FFFFA90000D0
232.642774|214|Rx|d|2|0000
232.652807|1b0|Rx|d|4|FF00FFC0
232.657817|211|Rx|d|8|8200FFFFA90000D0
232.657817|214|Rx|d|2|0000
232.682725|350|Rx|d|8|C02F3AF31870A489
232.682725|1b0|Rx|d|4|FF00FFC0
232.682725|4de|Rx|d|3|C00000
232.682725|55d|Rx|d|8|00FC50C090800000
232.682725|211|Rx|d|8|8200FFFFA90000D0
232.682725|214|Rx|d|2|0000
232.682725|4f8|Rx|d|8|94C0000000000000
232.707509|1b0|Rx|d|4|FF00FFC0
232.707509|5de|Rx|d|8|0000000000000002
232.707509|211|Rx|d|8|8200FFFFA90000D0
232.707509|214|Rx|d|2|0000
232.707509|218|Rx|d|1|98
232.707509|4fa|Rx|d|2|0800
232.707509|671|Rx|d|2|0200
232.707509|3b7|Rx|d|6|00007FC000C0
232.707509|5df|Rx|d|3|009500
232.707509|1b0|Rx|d|4|FF00FFC0
232.707509|657|Rx|d|2|C0CC
232.723013|211|Rx|d|8|8200FFFFA90000D0
232.723013|214|Rx|d|2|0000
232.723013|4ac|Rx|d|5|83752A0080
232.723013|45c|Rx|d|6|00000000FFE0
232.742922|1b0|Rx|d|4|FF00FFC0
232.742922|211|Rx|d|8|8200FFFFA90000D0
232.750965|214|Rx|d|2|0000
232.753103|1b0|Rx|d|4|FF00FFC0
232.758111|211|Rx|d|8|8200FFFFA90000D0
232.758111|214|Rx|d|2|0000
232.772703|350|Rx|d|8|C02F3AF31870A489
232.772703|1b0|Rx|d|4|FF00FFC0
232.772703|4de|Rx|d|3|C00000
232.772703|55d|Rx|d|8|00FC50C090800000
232.782829|211|Rx|d|8|8200FFFFA90000D0
232.782829|214|Rx|d|2|0000
232.782829|4f8|Rx|d|8|94C0000000000000
232.790229|1b0|Rx|d|4|FF00FFC0
232.790229|5de|Rx|d|8|0000000000000002
232.794744|211|Rx|d|8|8200FFFFA90000D0
232.794744|214|Rx|d|2|0000
232.794744|218|Rx|d|1|98
232.794744|4fa|Rx|d|2|0800
232.794744|671|Rx|d|2|0200
232.800739|3b7|Rx|d|6|00007FC000C0
232.800739|5df|Rx|d|3|009500
232.808735|1b0|Rx|d|4|FF00FFC0
232.808735|657|Rx|d|2|C0CC
232.816730|211|Rx|d|8|8200FFFFA90000D0
232.816730|214|Rx|d|2|0000
232.816730|4ac|Rx|d|5|83752A0080
232.816730|45c|Rx|d|6|00000000FFE0
232.828723|1b0|Rx|d|4|FF00FFC0
232.836718|211|Rx|d|8|8200FFFFA90000D0
232.836718|214|Rx|d|2|0000
232.848711|1b0|Rx|d|4|FF00FFC0
232.856705|211|Rx|d|8|8200FFFFA90000D0
232.856705|214|Rx|d|2|0000
232.868698|350|Rx|d|8|C02F3AF31870A489
232.868698|1b0|Rx|d|4|FF00FFC0
232.868698|4de|Rx|d|3|C00000
232.868698|55d|Rx|d|8|00FC50C090800000
232.876693|211|Rx|d|8|8200FFFFA90000D0
232.876693|214|Rx|d|2|0000
232.878691|4f8|Rx|d|8|94C0000000000000
232.888685|1b0|Rx|d|4|FF00FFC0
232.888685|5de|Rx|d|8|0000000000000002
232.896682|211|Rx|d|8|8200FFFFA90000D0
232.896682|214|Rx|d|2|0000
232.896682|218|Rx|d|1|98
232.896682|4fa|Rx|d|2|0800
232.896682|671|Rx|d|2|0200
232.898679|3b7|Rx|d|6|00007FC000C0
232.898679|5df|Rx|d|3|009500
232.920475|1b0|Rx|d|4|FF00FFC0
232.920475|657|Rx|d|2|C0CC
232.920475|211|Rx|d|8|8200FFFFA90000D0
232.920475|214|Rx|d|2|0000
232.920475|4ac|Rx|d|5|83752A0080
232.920475|45c|Rx|d|6|00000000FFE0
232.951947|1b0|Rx|d|4|FF00FFC0
232.951947|211|Rx|d|8|8200FFFFA90000D0
232.951947|214|Rx|d|2|0000
232.951947|1b0|Rx|d|4|FF00FFC0
232.967533|211|Rx|d|8|8200FFFFA90000D0
232.967533|214|Rx|d|2|0000
232.967533|350|Rx|d|8|C02F3AF31870A489
232.967533|1b0|Rx|d|4|FF00FFC0
232.967533|4de|Rx|d|3|C00000
232.967533|55d|Rx|d|8|00FC50C090800000
232.992839|211|Rx|d|8|8200FFFFA90000D0
232.992839|214|Rx|d|2|0000
232.992839|4f8|Rx|d|8|94C0000000000000
232.992839|1b0|Rx|d|4|FF00FFC0
232.992839|5de|Rx|d|8|0000000000000002
233.007902|211|Rx|d|8|8200FFFFA90000D0
233.007902|214|Rx|d|2|0000
233.007902|218|Rx|d|1|98
233.007902|4fa|Rx|d|2|0800
233.007902|671|Rx|d|2|0200
233.007902|3b7|Rx|d|6|00007FC000C0
233.007902|5df|Rx|d|3|009500
233.007902|646|Rx|d|8|000000020000000C
233.007902|1b0|Rx|d|4|FF00FFC0
233.007902|657|Rx|d|2|C0CC
233.024190|211|Rx|d|8|8200FFFFA90000D0
233.024190|214|Rx|d|2|0000
233.024190|4ac|Rx|d|5|83752A0080
233.024190|45c|Rx|d|6|00000000FFE0
233.030711|1b0|Rx|d|4|FF00FFC0
233.036703|211|Rx|d|8|8200FFFFA90000D0
233.036703|214|Rx|d|2|0000
233.048696|1b0|Rx|d|4|FF00FFC0
233.056691|211|Rx|d|8|8200FFFFA90000D0
233.056691|214|Rx|d|2|0000
233.068683|350|Rx|d|8|C02F3AF31870A489
233.068683|1b0|Rx|d|4|FF00FFC0
233.068683|4de|Rx|d|3|C00000
233.068683|55d|Rx|d|8|00FC50C090800000
233.076679|211|Rx|d|8|8200FFFFA90000D0
233.076679|214|Rx|d|2|0000
233.076679|4f8|Rx|d|8|94C0000000000000
233.088672|1b0|Rx|d|4|FF00FFC0
233.088672|5de|Rx|d|8|0000000000000002
233.096667|211|Rx|d|8|8200FFFFA90000D0
233.096667|214|Rx|d|2|0000
233.096667|218|Rx|d|1|98
233.096667|4fa|Rx|d|2|0800
233.096667|671|Rx|d|2|0200
233.096667|3b7|Rx|d|6|00007FC000C0
233.096667|5df|Rx|d|3|009500
233.108659|1b0|Rx|d|4|FF00FFC0
233.108659|657|Rx|d|2|C0CC
233.108659|69f|Rx|d|4|0650859F
233.116654|211|Rx|d|8|8200FFFFA90000D0
233.116654|214|Rx|d|2|0000
233.118653|4ac|Rx|d|5|83752A0080
233.118653|45c|Rx|d|6|00000000FFE0
233.128647|1b0|Rx|d|4|FF00FFC0
233.136642|211|Rx|d|8|8200FFFFA90000D0
233.136642|214|Rx|d|2|0000
233.157545|1b0|Rx|d|4|FF00FFC0
233.157545|211|Rx|d|8|8200FFFFA90000D0
233.157545|214|Rx|d|2|0000
233.172750|350|Rx|d|8|C02F3AF31870A489
233.172750|1b0|Rx|d|4|FF00FFC0
233.172750|4de|Rx|d|3|C00000
233.172750|55d|Rx|d|8|00FC50C090800000
233.187767|211|Rx|d|8|8200FFFFA90000D0
233.187767|214|Rx|d|2|0000
233.187767|4f8|Rx|d|8|94C0000000000000
233.192818|1b0|Rx|d|4|FF00FFC0
233.192818|5de|Rx|d|8|0000000000000002
233.207772|211|Rx|d|8|8200FFFFA90000D0
233.207772|214|Rx|d|2|0000
233.207772|218|Rx|d|1|98
233.207772|4fa|Rx|d|2|0800
233.207772|671|Rx|d|2|0200
233.207772|3b7|Rx|d|6|00007FC000C0
233.207772|5df|Rx|d|3|009500
233.212815|1b0|Rx|d|4|FF00FFC0
233.212815|657|Rx|d|2|C0CC
233.232770|211|Rx|d|8|8200FFFFA90000D0
233.232770|214|Rx|d|2|0000
233.232770|4ac|Rx|d|5|83752A0080
233.232770|45c|Rx|d|6|00000000FFE0
233.232770|1b0|Rx|d|4|FF00FFC0
233.262570|211|Rx|d|8|8200FFFFA90000D0
233.262570|214|Rx|d|2|0000
233.262570|1b0|Rx|d|4|FF00FFC0
233.262570|211|Rx|d|8|8200FFFFA90000D0
233.262570|214|Rx|d|2|0000
233.282529|350|Rx|d|8|C02F3AF31870A489
233.282529|1b0|Rx|d|4|FF00FFC0
233.282529|4de|Rx|d|3|C00000
233.282529|55d|Rx|d|8|00FC50C090800000
233.282529|211|Rx|d|8|8200FFFFA90000D0
233.282529|214|Rx|d|2|0000
233.282529|4f8|Rx|d|8|94C0000000000000
233.312981|1b0|Rx|d|4|FF00FFC0
233.312981|5de|Rx|d|8|0000000000000002
233.312981|211|Rx|d|8|8200FFFFA90000D0
233.312981|214|Rx|d|2|0000
233.312981|218|Rx|d|1|98
233.312981|4fa|Rx|d|2|0800
233.312981|671|Rx|d|2|0200
233.312981|3b7|Rx|d|6|00007FC000C0
233.312981|5df|Rx|d|3|009500
233.312981|1b0|Rx|d|4|FF00FFC0
233.312981|657|Rx|d|2|C0CC
233.312981|211|Rx|d|8|8200FFFFA90000D0
233.312981|214|Rx|d|2|0000
233.337564|4ac|Rx|d|5|83752A0080
233.337564|45c|Rx|d|6|00000000FFE0
233.337564|1b0|Rx|d|4|FF00FFC0
233.342628|211|Rx|d|8|8200FFFFA90000D0
233.342628|214|Rx|d|2|0000
233.362600|1b0|Rx|d|4|FF00FFC0
233.367606|211|Rx|d|8|8200FFFFA90000D0
233.367606|214|Rx|d|2|0000
233.367606|350|Rx|d|8|C02F3AF31870A489
233.367606|1b0|Rx|d|4|FF00FFC0
233.367606|4de|Rx|d|3|C00000
233.367606|55d|Rx|d|8|00FC50C090800000
233.380372|211|Rx|d|8|8200FFFFA90000D0
233.380372|214|Rx|d|2|0000
233.380372|4f8|Rx|d|8|94C0000000000000
233.400374|1b0|Rx|d|4|FF00FFC0
233.400374|5de|Rx|d|8|0000000000000002
233.400374|211|Rx|d|8|8200FFFFA90000D0
233.400374|214|Rx|d|2|0000
233.400374|218|Rx|d|1|98
233.400374|4fa|Rx|d|2|0800
233.400374|671|Rx|d|2|0200
233.400374|3b7|Rx|d|6|00007FC000C0
233.400374|5df|Rx|d|3|009500
233.420388|1b0|Rx|d|4|FF00FFC0
233.420388|657|Rx|d|2|C0CC
233.420388|211|Rx|d|8|8200FFFFA90000D0
233.420388|214|Rx|d|2|0000
233.420388|4ac|Rx|d|5|83752A0080
233.420388|45c|Rx|d|6|00000000FFE0
233.442597|1b0|Rx|d|4|FF00FFC0
233.442597|211|Rx|d|8|8200FFFFA90000D0
233.442597|214|Rx|d|2|0000
233.470155|1b0|Rx|d|4|FF00FFC0
233.470155|211|Rx|d|8|8200FFFFA90000D0
233.470155|214|Rx|d|2|0000
233.470155|350|Rx|d|8|C02F3AF31870A489
233.470155|1b0|Rx|d|4|FF00FFC0
233.470155|4de|Rx|d|3|C00000
233.470155|55d|Rx|d|8|00FC50C090800000
233.482726|211|Rx|d|8|8200FFFFA90000D0
233.482726|214|Rx|d|2|0000
233.482726|4f8|Rx|d|8|94C0000000000000
233.497679|1b0|Rx|d|4|FF00FFC0
233.497679|5de|Rx|d|8|0000000000000002
233.497679|211|Rx|d|8|8200FFFFA90000D0
233.497679|214|Rx|d|2|0000
233.497679|218|Rx|d|1|98
233.497679|4fa|Rx|d|2|0800
233.497679|671|Rx|d|2|0200
233.497679|3b7|Rx|d|6|00007FC000C0
233.497679|5df|Rx|d|3|009500
233.522950|646|Rx|d|8|000000020000000C
233.522950|1b0|Rx|d|4|FF00FFC0
233.522950|657|Rx|d|2|C0CC
233.522950|211|Rx|d|8|8200FFFFA90000D0
233.522950|214|Rx|d|2|0000
233.522950|4ac|Rx|d|5|83752A0080
233.522950|45c|Rx|d|6|00000000FFE0
233.542905|1b0|Rx|d|4|FF00FFC0
233.542905|211|Rx|d|8|8200FFFFA90000D0
233.542905|214|Rx|d|2|0000
233.562646|1b0|Rx|d|4|FF00FFC0
233.562646|211|Rx|d|8|8200FFFFA90000D0
233.562646|214|Rx|d|2|0000
233.582988|350|Rx|d|8|C02F3AF31870A489
233.582988|1b0|Rx|d|4|FF00FFC0
233.582988|4de|Rx|d|3|C00000
233.582988|55d|Rx|d|8|00FC50C090800000
233.582988|211|Rx|d|8|8200FFFFA90000D0
233.582988|214|Rx|d|2|0000
233.582988|4f8|Rx|d|8|94C0000000000000
233.607515|1b0|Rx|d|4|FF00FFC0
233.607515|5de|Rx|d|8|0000000000000002
233.607515|211|Rx|d|8|8200FFFFA90000D0
233.607515|214|Rx|d|2|0000
233.607515|218|Rx|d|1|98
233.607515|4fa|Rx|d|2|0800
233.607515|671|Rx|d|2|0200
233.607515|3b7|Rx|d|6|00007FC000C0
233.607515|5df|Rx|d|3|009500
233.607515|1b0|Rx|d|4|FF00FFC0
233.607515|657|Rx|d|2|C0CC
233.619039|211|Rx|d|8|8200FFFFA90000D0
233.619039|214|Rx|d|2|0000
233.619039|4ac|Rx|d|5|83752A0080
233.619039|45c|Rx|d|6|00000000FFE0
233.628731|1b0|Rx|d|4|FF00FFC0
233.636724|211|Rx|d|8|8200FFFFA90000D0
233.636724|214|Rx|d|2|0000
233.648719|1b0|Rx|d|4|FF00FFC0
233.656713|211|Rx|d|8|8200FFFFA90000D0
233.656713|214|Rx|d|2|0000
233.668706|350|Rx|d|8|C02F3AF31870A489
233.668706|1b0|Rx|d|4|FF00FFC0
233.668706|4de|Rx|d|3|C00000
233.668706|55d|Rx|d|8|00FC50C090800000
233.676701|211|Rx|d|8|8200FFFFA90000D0
233.676701|214|Rx|d|2|0000
233.676701|4f8|Rx|d|8|94C0000000000000
233.688693|1b0|Rx|d|4|FF00FFC0
233.688693|5de|Rx|d|8|0000000000000002
233.696688|211|Rx|d|8|8200FFFFA90000D0
233.696688|214|Rx|d|2|0000
233.696688|218|Rx|d|1|98
233.696688|4fa|Rx|d|2|0800
233.696688|671|Rx|d|2|0200
233.696688|3b7|Rx|d|6|00007FC000C0
233.696688|5df|Rx|d|3|009500
233.708681|1b0|Rx|d|4|FF00FFC0
233.708681|657|Rx|d|2|C0CC
233.716679|211|Rx|d|8|8200FFFFA90000D0
233.716679|214|Rx|d|2|0000
233.716679|4ac|Rx|d|5|83752A0080
233.716679|45c|Rx|d|6|00000000FFE0
233.728668|1b0|Rx|d|4|FF00FFC0
233.736663|211|Rx|d|8|8200FFFFA90000D0
233.736663|214|Rx|d|2|0000
233.752623|1b0|Rx|d|4|FF00FFC0
233.782888|211|Rx|d|8|8200FFFFA90000D0
233.782888|214|Rx|d|2|0000
233.782888|350|Rx|d|8|C02F3AF31870A489
233.782888|1b0|Rx|d|4|FF00FFC0
233.782888|4de|Rx|d|3|C00000
233.782888|55d|Rx|d|8|00FC50C090800000
233.782888|211|Rx|d|8|8200FFFFA90000D0
233.782888|214|Rx|d|2|0000
