LogEntrySeconds,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Желаемые обороты холостого хода ( об/мин),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Напряжение датчика кислорода 1 ( В),Напряжение датчика кислорода 2 ( В),Положение дроссельной заслонки ( %),Величина отскока УОЗ при детонации ( °ПКВ)
592,14.1,75.0,2240.0,900.0,32.25,3.085,0.86,1.05,8.57,0.0
593,14.1,75.0,2237.0,900.0,32.25,3.187,0.8,1.02,8.98,0.0
593,14.1,75.0,2231.0,900.0,31.5,3.309,0.74,0.98,9.06,0.0
593,14.1,75.0,2223.0,900.0,31.5,3.482,0.22,0.91,9.55,0.0
594,14.1,74.25,2221.0,900.0,31.5,3.501,0.8,0.96,9.67,0.0
594,14.1,74.25,2224.0,900.0,31.5,3.654,0.43,0.83,10.08,0.0
595,14.1,74.25,2232.0,900.0,26.25,5.658,0.86,1.0,14.65,0.0
595,14.1,74.25,2250.0,900.0,23.25,7.674,0.33,0.61,19.63,0.0
595,14.1,74.25,2278.0,900.0,18.75,8.525,0.21,0.71,23.05,0.0
596,14.1,74.25,2309.0,900.0,18.0,8.403,0.76,0.9,23.78,0.0
596,14.1,74.25,2350.0,900.0,18.75,8.435,0.76,0.87,24.8,0.0
597,14.1,74.25,2377.0,900.0,19.5,8.602,0.69,0.85,25.85,0.0
597,14.1,74.25,2402.0,900.0,19.5,8.71,0.23,0.43,26.22,0.0
597,14.1,74.25,2433.0,900.0,19.5,8.666,0.54,0.89,26.15,0.0
598,14.1,74.25,2465.0,900.0,21.0,8.563,0.7,0.91,26.64,-0.75
598,14.1,74.25,2501.0,900.0,21.0,8.986,0.64,0.84,27.37,-0.75
599,14.1,74.25,2535.0,900.0,21.75,9.088,0.23,0.36,27.86,-0.75
599,14.1,73.5,2575.0,900.0,21.75,9.184,0.25,0.47,28.39,-0.75
599,14.1,73.5,2581.0,900.0,19.5,3.456,0.91,0.99,9.79,0.0
600,14.1,73.5,2587.0,2500.0,36.0,2.317,0.04,0.78,515.63,87.75
600,14.1,73.5,2579.0,900.0,35.25,3.162,0.16,0.26,11.72,0.0
601,14.1,73.5,2574.0,900.0,28.5,6.016,0.87,0.92,15.67,0.0
601,14.1,73.5,2578.0,900.0,27.75,6.285,0.8,0.87,16.41,0.0
601,14.1,73.5,2594.0,900.0,27.75,6.4,0.73,0.45,16.72,0.0
602,14.1,73.5,2618.0,900.0,27.0,6.778,0.83,0.87,17.58,0.0
602,14.1,73.5,2636.0,900.0,26.25,7.29,0.42,0.88,18.48,0.0
603,14.1,73.5,2651.0,900.0,27.0,6.976,0.79,0.73,18.41,0.0
603,14.1,73.5,2669.0,900.0,27.0,6.925,0.84,0.9,18.48,0.0
603,14.1,73.5,2692.0,900.0,27.0,6.97,0.78,0.86,18.97,0.0
604,14.1,73.5,2707.0,900.0,27.0,7.117,0.71,0.87,18.85,0.0
604,14.1,73.5,2729.0,900.0,27.0,7.123,0.36,0.41,18.73,0.0
605,14.1,73.5,2741.0,900.0,27.0,6.675,0.8,0.87,18.04,0.0
605,14.1,73.5,2761.0,900.0,27.75,6.438,0.67,0.91,17.82,0.0
605,14.1,73.5,2775.0,900.0,27.0,6.88,0.46,0.88,18.97,0.0
606,14.1,73.5,2792.0,900.0,27.0,6.387,0.71,0.92,16.53,0.0
606,14.1,73.5,2789.0,900.0,35.25,2.989,0.16,0.27,10.4,0.0
607,14.1,73.5,2776.0,900.0,36.75,2.464,0.18,0.28,8.37,0.0
607,14.1,73.5,2741.0,900.0,39.75,1.664,0.18,0.28,6.93,0.0
609,14.1,73.5,2869.0,900.0,18.75,10.579,0.78,0.99,38.43,0.0
610,14.1,73.5,2911.0,900.0,18.75,10.56,0.75,1.0,39.43,0.0
610,14.1,73.5,2951.0,900.0,19.5,10.266,0.74,0.99,35.45,0.0
611,14.1,73.5,2994.0,900.0,21.0,9.939,0.45,1.0,32.42,0.0
611,14.1,73.5,3026.0,900.0,21.0,9.28,0.26,0.95,29.32,0.0
612,14.1,73.5,3057.0,900.0,23.25,8.134,0.23,0.37,24.27,0.0
612,14.1,73.5,2970.0,900.0,39.0,1.293,0.17,0.49,5.59,0.0
612,14.1,73.5,2605.0,900.0,39.0,1.632,0.14,0.26,6.08,0.0
613,14.1,73.5,2388.0,900.0,38.25,2.054,0.2,0.29,6.69,0.0
613,14.1,72.75,2344.0,900.0,29.25,6.374,0.97,1.07,14.23,0.0
614,14.1,72.75,2342.0,900.0,26.25,6.579,0.96,1.09,15.06,0.0
614,14.1,72.75,2347.0,900.0,26.25,5.958,0.92,1.08,14.7,0.0
614,14.1,72.75,2350.0,900.0,27.0,5.766,0.87,1.07,14.72,0.0
615,14.1,72.75,2357.0,900.0,27.75,4.864,0.8,1.02,13.01,0.0
615,14.1,72.75,2354.0,900.0,30.75,4.109,0.41,0.99,11.43,0.0
616,14.1,72.75,2348.0,900.0,30.75,3.718,0.83,1.01,9.11,0.0
616,14.1,72.75,2342.0,2500.0,18.75,2.707,0.21,0.37,7.64,-93.75
616,14.1,72.75,2324.0,900.0,21.75,2.387,0.82,0.92,6.86,0.0
617,14.1,72.75,2299.0,900.0,36.0,1.971,0.86,1.0,5.35,0.0
617,14.1,72.75,2293.0,900.0,9.75,1.562,0.35,0.99,3.88,0.0
618,14.1,72.75,2272.0,900.0,-12.75,0.0,0.16,0.28,4.25,0.0
620,14.1,72.75,2161.0,900.0,25.5,8.838,1.01,1.1,17.46,0.0
621,14.1,72.75,2180.0,900.0,18.0,9.19,0.95,1.09,21.95,0.0
621,14.1,72.75,2197.0,900.0,18.75,8.621,0.92,1.08,21.9,0.0
622,14.1,72.75,2210.0,900.0,21.0,6.221,0.83,1.05,14.65,0.0
622,14.1,72.75,2205.0,900.0,10.5,2.816,0.88,1.05,7.3,0.0
623,14.1,72.75,2192.0,900.0,18.0,2.445,0.86,1.04,6.74,0.0
623,14.1,72.75,2172.0,900.0,35.25,2.042,0.88,1.05,5.22,0.0
623,14.1,72.75,2157.0,900.0,14.25,1.696,0.91,1.07,3.32,0.0
624,14.1,72.75,2140.0,900.0,-12.75,1.907,0.18,0.97,3.69,0.0
624,14.1,72.75,2120.0,900.0,-14.25,0.0,0.14,0.24,4.13,0.0
625,14.1,72.75,2101.0,900.0,-14.25,0.0,0.12,0.22,4.13,0.0
625,14.1,72.75,2083.0,900.0,-14.25,0.0,0.12,0.22,4.17,0.0
625,14.1,72.75,2062.0,900.0,-14.25,0.0,0.12,0.22,4.13,0.0
626,14.1,72.75,2036.0,900.0,-14.25,0.0,0.12,0.22,4.13,0.0
626,14.1,72.75,2014.0,900.0,-14.25,0.0,0.12,0.22,4.05,0.0
627,14.1,72.75,1999.0,900.0,-14.25,2.95,0.11,0.22,4.05,0.0
627,14.1,72.75,1983.0,900.0,13.5,2.394,0.34,0.25,4.91,0.0
627,14.1,72.75,1953.0,900.0,24.75,1.952,0.98,1.08,3.76,0.0
630,14.1,72.75,2479.0,900.0,32.25,4.339,0.95,1.05,11.84,0.0
630,14.1,72.75,2476.0,900.0,31.5,4.602,0.94,1.06,12.08,0.0
633,14.1,72.75,2605.0,900.0,21.75,8.96,0.26,0.7,26.27,0.0
633,14.1,72.75,2639.0,900.0,19.5,10.086,0.82,0.88,35.84,0.0
633,14.1,72.75,2685.0,900.0,19.5,9.952,0.79,0.86,35.64,0.0
634,14.1,72.75,2726.0,900.0,18.0,10.771,0.71,0.91,40.21,0.0
634,14.1,72.75,2764.0,900.0,18.75,10.771,0.35,0.91,40.63,0.0
635,14.1,72.75,2798.0,900.0,18.75,10.816,0.23,0.83,40.38,0.0
635,14.1,72.75,2851.0,900.0,18.75,10.726,0.8,0.96,40.63,0.0
635,14.1,72.75,2879.0,900.0,21.75,7.827,0.81,0.98,22.97,0.0
636,14.1,72.75,2873.0,900.0,36.0,2.368,0.15,0.27,9.96,0.0
636,14.1,72.75,2869.0,900.0,37.5,2.118,0.16,0.26,8.33,0.0
637,14.1,72.75,2836.0,900.0,18.75,1.677,0.15,0.26,6.74,0.0
637,14.1,72.75,2805.0,900.0,-10.5,0.0,0.13,0.25,6.79,0.0
637,14.1,72.75,2773.0,900.0,-11.25,0.0,0.12,0.23,6.69,0.0
638,14.1,72.75,2738.0,900.0,-7.5,2.163,0.12,0.23,6.62,0.0
638,14.1,72.75,2726.0,900.0,32.25,5.293,0.21,0.29,15.63,0.0
639,14.1,72.75,2727.0,900.0,15.75,9.421,0.92,1.02,24.27,0.0
639,14.1,72.75,2754.0,900.0,20.25,10.605,0.86,1.03,31.74,0.0
639,14.1,72.0,2788.0,900.0,21.0,9.773,0.25,0.96,29.81,0.0
640,14.1,72.0,2819.0,900.0,21.0,9.805,0.22,0.58,29.81,0.0
640,14.1,72.0,2847.0,900.0,21.0,9.99,0.61,0.77,29.61,0.0
641,14.1,72.0,2899.0,2520.0,21.0,9.523,0.04,0.69,565.63,82.5
641,14.1,72.0,2926.0,900.0,21.75,9.344,0.78,0.95,29.2,-0.75
642,14.1,72.0,2952.0,900.0,21.75,9.235,0.53,0.94,29.0,-0.75
642,14.1,72.0,2977.0,900.0,21.75,9.421,0.43,0.95,28.64,-0.75
643,14.1,72.0,2999.0,900.0,22.5,9.28,0.22,0.85,28.39,-0.75
643,14.1,72.0,2994.0,900.0,18.0,4.198,0.88,0.93,11.84,0.0
643,14.1,72.0,2976.0,900.0,35.25,2.592,0.16,0.28,10.28,0.0
644,14.1,72.0,2935.0,900.0,37.5,2.15,0.17,0.28,8.33,0.0
644,14.1,72.0,2900.0,900.0,38.25,2.33,0.16,0.27,10.4,0.0
645,14.1,72.0,2869.0,900.0,30.75,6.003,0.81,0.49,16.89,0.0
645,14.1,72.0,2835.0,900.0,33.75,3.59,0.19,0.34,10.99,0.0
645,14.1,72.0,2794.0,900.0,36.75,2.701,0.19,0.3,8.74,0.0
646,14.1,72.0,2762.0,900.0,36.0,3.328,0.2,0.31,11.72,0.0
646,14.1,72.0,2747.0,900.0,31.5,6.285,0.93,0.99,15.75,0.0
647,14.1,72.0,2728.0,900.0,30.75,5.709,0.91,1.06,14.84,0.0
647,14.1,72.0,2702.0,900.0,31.5,4.794,0.23,0.94,13.48,0.0
647,14.1,72.0,2680.0,900.0,35.25,3.258,0.2,0.3,9.96,0.0
648,14.1,72.0,2652.0,900.0,36.75,2.611,0.76,0.84,8.08,0.0
648,14.1,72.0,2647.0,900.0,34.5,4.378,0.6,0.4,13.67,0.0
649,14.1,72.0,2656.0,900.0,30.75,5.894,0.91,1.05,15.06,0.0
649,14.1,72.0,2637.0,900.0,21.75,3.514,0.19,0.94,10.13,0.0
649,14.1,72.0,2616.0,900.0,36.0,2.925,0.22,0.3,8.94,0.0
650,14.1,72.0,2604.0,2520.0,37.5,2.413,0.78,0.81,7.64,87.0
650,14.1,72.0,2591.0,900.0,32.25,6.605,0.85,0.94,16.89,0.0
651,14.1,72.0,2598.0,900.0,27.0,7.334,0.92,1.07,17.94,0.0
651,14.1,72.0,2613.0,2520.0,27.0,6.554,0.8,1.0,17.46,87.0
651,14.1,72.0,2626.0,2520.0,28.5,5.85,0.04,0.14,15.92,86.25
652,14.1,72.0,2627.0,2520.0,32.25,3.84,0.77,0.61,10.99,86.25
652,14.1,72.0,2630.0,2500.0,36.0,2.784,0.18,0.28,9.11,85.5
653,14.1,72.0,2620.0,900.0,36.0,2.912,0.2,0.3,10.28,0.0
653,14.1,72.0,2640.0,900.0,27.0,8.506,0.93,0.99,21.22,0.0
654,14.1,72.0,2694.0,900.0,27.0,6.861,0.27,0.42,17.7,0.0
654,14.1,72.0,2719.0,900.0,27.75,6.336,0.75,0.49,17.14,0.0
655,14.1,72.0,2722.0,2500.0,35.25,2.982,0.17,0.28,9.89,82.5
655,14.1,72.0,2718.0,900.0,36.75,2.515,0.19,0.28,8.2,0.0
655,14.1,72.0,2730.0,2520.0,33.0,6.304,0.64,0.31,17.14,82.5
656,14.1,72.0,2752.0,900.0,27.0,7.68,0.93,1.04,18.9,0.0
658,14.1,72.75,2847.0,900.0,-10.5,0.0,0.13,0.24,6.79,0.0
659,14.1,72.75,2833.0,900.0,-11.25,0.0,0.12,0.22,6.74,0.0
659,14.1,72.75,2825.0,900.0,-11.25,0.0,0.11,0.22,6.74,0.0
660,14.1,72.75,2808.0,900.0,-11.25,0.0,0.12,0.22,6.74,0.0
660,14.1,72.75,2804.0,900.0,-11.25,0.0,0.12,0.22,6.74,0.0
661,14.1,72.75,2802.0,900.0,-11.25,0.0,0.12,0.22,6.74,0.0
661,14.1,72.75,2801.0,900.0,-12.75,0.0,0.12,0.22,7.35,0.0
661,14.1,72.75,2794.0,900.0,-12.75,0.0,0.12,0.22,7.35,0.0
662,14.1,72.75,2780.0,900.0,-12.75,0.0,0.12,0.22,7.3,0.0
662,14.1,72.75,2754.0,900.0,-12.75,0.0,0.12,0.22,7.23,0.0
663,14.1,72.75,2734.0,900.0,-12.75,0.0,0.11,0.22,7.15,0.0
663,14.1,72.75,2711.0,900.0,-14.25,0.0,0.12,0.22,7.1,0.0
663,14.1,72.75,2682.0,900.0,-14.25,0.0,0.12,0.22,7.06,0.0
664,14.1,72.75,2648.0,900.0,-15.0,0.0,0.12,0.23,6.93,0.0
664,14.1,72.75,2618.0,900.0,-15.0,0.0,0.11,0.22,6.74,0.0
665,14.1,72.75,2593.0,900.0,-15.0,0.0,0.12,0.22,6.69,0.0
665,14.1,72.75,2569.0,900.0,-15.0,0.0,0.11,0.23,6.69,0.0
665,14.1,72.75,2540.0,900.0,-15.0,0.0,0.11,0.23,6.32,0.0
666,14.1,72.75,2536.0,2520.0,33.0,3.226,0.31,0.27,10.64,91.5
666,14.1,72.75,2513.0,900.0,14.25,5.28,0.96,1.07,11.84,0.0
667,14.1,72.75,2501.0,900.0,21.75,2.925,0.23,0.68,8.57,0.0
667,14.1,72.75,2498.0,900.0,35.25,2.458,0.44,0.59,7.59,0.0
667,14.1,72.75,2468.0,900.0,19.5,2.31,0.68,0.65,4.86,0.0
668,14.1,72.75,2464.0,900.0,21.75,2.208,0.22,0.7,7.91,0.0
668,14.1,72.75,2441.0,900.0,3.75,4.858,0.91,1.0,12.33,0.0
669,14.1,72.75,2445.0,900.0,31.5,4.237,0.9,1.06,11.47,0.0
669,14.1,72.75,2446.0,900.0,32.25,3.718,0.83,1.03,10.33,0.0
670,14.1,72.75,2443.0,900.0,33.75,2.995,0.22,0.31,8.98,0.0
670,14.1,72.0,2442.0,900.0,33.75,2.982,0.81,0.84,9.06,0.0
670,14.1,72.0,2434.0,900.0,32.25,3.987,0.84,0.9,11.43,0.0
671,14.1,72.0,2432.0,900.0,30.75,4.326,0.87,1.02,11.91,0.0
671,14.1,72.0,2436.0,900.0,30.75,4.173,0.21,0.67,11.72,0.0
671,14.1,72.0,2434.0,900.0,31.5,4.166,0.56,0.83,11.67,0.0
672,14.1,72.0,2439.0,900.0,31.5,4.198,0.81,0.77,11.6,0.0
672,14.1,72.0,2445.0,900.0,31.5,4.102,0.25,0.34,11.55,0.0
673,14.1,72.0,2444.0,900.0,31.5,4.032,0.43,0.87,11.6,0.0
673,14.1,72.0,2446.0,900.0,31.5,4.09,0.81,0.87,11.67,0.0
674,14.1,72.0,2448.0,900.0,31.5,4.083,0.81,0.87,11.67,0.0
674,14.1,72.0,2453.0,900.0,31.5,4.198,0.81,0.67,11.79,0.0
674,14.1,72.0,2456.0,900.0,31.5,4.16,0.79,0.77,11.79,0.0
675,14.1,72.0,2451.0,900.0,24.0,2.861,0.2,0.29,8.5,0.0
675,14.1,72.0,2440.0,900.0,32.25,2.534,0.23,0.5,7.47,0.0
675,14.1,72.0,2429.0,900.0,30.75,2.362,0.8,0.88,7.3,0.0
678,14.1,72.0,2408.0,900.0,33.0,3.296,0.75,0.81,9.59,0.0
678,14.1,72.0,2400.0,900.0,33.0,3.309,0.23,0.36,9.55,0.0
679,14.1,72.0,2393.0,900.0,33.0,3.219,0.37,0.87,9.47,0.0
679,14.1,72.0,2389.0,900.0,33.0,3.226,0.8,0.86,9.47,0.0
680,14.1,72.0,2390.0,900.0,33.0,3.213,0.8,0.81,9.42,0.0
680,14.1,72.0,2386.0,900.0,33.0,3.354,0.53,0.48,9.55,0.0
680,14.1,72.0,2381.0,2520.0,32.25,3.501,0.79,0.78,9.96,-95.25
681,14.1,72.0,2379.0,900.0,32.25,3.514,0.41,0.76,9.89,0.0
681,14.1,72.0,2376.0,900.0,32.25,3.373,0.64,0.9,9.79,0.0
684,14.1,72.0,2357.0,900.0,32.25,3.386,0.73,0.93,9.67,0.0
684,14.1,72.0,2358.0,900.0,32.25,3.392,0.79,0.94,9.59,0.0
684,14.1,72.0,2349.0,900.0,32.25,3.424,0.79,0.93,9.59,0.0
685,14.1,72.0,2350.0,900.0,32.25,3.398,0.79,0.93,9.59,0.0
685,14.1,72.0,2348.0,900.0,32.25,3.398,0.81,0.95,9.59,0.0
686,14.1,72.0,2347.0,900.0,32.25,4.058,0.96,1.07,9.55,0.0
686,14.1,72.0,2342.0,900.0,32.25,3.91,0.97,1.09,9.55,0.0
686,14.1,72.0,2340.0,900.0,32.25,3.75,0.96,1.1,9.42,0.0
687,14.1,72.0,2339.0,900.0,32.25,3.616,0.95,1.09,9.42,0.0
687,14.1,72.0,2335.0,900.0,32.25,3.526,0.94,1.08,9.42,0.0
688,14.1,72.0,2332.0,900.0,32.25,3.45,0.91,1.07,9.42,0.0
688,14.1,72.0,2332.0,900.0,32.25,3.418,0.87,1.05,9.47,0.0
688,14.1,72.0,2327.0,900.0,32.25,3.398,0.87,1.04,9.42,0.0
689,14.1,72.0,2327.0,900.0,32.25,3.398,0.87,1.04,9.3,0.0
689,14.1,72.0,2323.0,900.0,32.25,3.354,0.87,1.04,9.35,0.0
690,14.1,72.0,2321.0,900.0,32.25,3.405,0.87,1.04,9.35,0.0
690,14.1,72.0,2318.0,900.0,32.25,4.083,0.97,1.09,9.3,0.0
690,14.1,72.0,2314.0,900.0,32.25,3.994,0.98,1.09,9.23,0.0
691,14.1,72.0,2312.0,900.0,32.25,3.814,0.98,1.1,9.23,0.0
691,14.1,72.0,2310.0,2520.0,32.25,3.686,0.97,1.1,9.11,-91.5
694,14.1,72.0,2228.0,900.0,-1.5,2.208,0.15,0.25,4.13,0.0
694,14.1,72.0,2213.0,900.0,18.75,3.744,0.98,1.06,9.47,0.0
694,14.1,72.0,2204.0,900.0,2.25,6.701,1.0,1.1,13.38,0.0
695,14.1,72.0,2211.0,900.0,27.0,6.048,0.99,1.11,12.33,0.0
695,14.1,72.0,2221.0,900.0,27.75,5.44,0.97,1.1,12.16,0.0
696,14.1,72.0,2232.0,900.0,28.5,4.8,0.95,1.1,11.47,0.0
696,14.1,72.0,2239.0,900.0,29.25,4.544,0.93,1.08,11.47,0.0
696,14.1,72.0,2246.0,900.0,30.0,4.493,0.89,1.06,11.43,0.0
697,14.1,72.0,2254.0,900.0,30.0,4.474,0.89,1.05,11.47,0.0
697,14.1,72.0,2257.0,900.0,15.0,3.341,0.84,1.04,7.96,0.0
698,14.1,72.0,2068.0,900.0,37.5,1.402,0.21,1.02,3.64,0.0
698,14.1,72.0,3037.0,900.0,-7.5,4.077,0.95,1.07,1.07,0.0
698,14.1,72.0,3152.0,900.0,39.75,1.766,0.94,1.08,6.98,0.0
699,14.1,72.0,2957.0,900.0,-10.5,0.0,0.15,0.26,7.59,0.0
699,14.1,72.0,2964.0,900.0,-12.0,0.0,0.12,0.22,7.15,0.0
700,14.1,72.0,2937.0,900.0,-12.0,0.0,0.12,0.22,7.1,0.0
702,14.1,72.0,2249.0,900.0,-14.25,0.0,0.12,0.22,4.61,0.0
703,14.1,72.0,2159.0,900.0,-14.25,0.0,0.11,0.23,4.37,0.0
703,14.1,72.0,1990.0,900.0,-14.25,0.0,0.11,0.23,4.0,0.0
704,14.1,72.0,1901.0,900.0,-12.75,0.0,0.12,0.23,3.76,0.0
704,14.1,72.0,1819.0,900.0,-12.0,0.0,0.12,0.23,3.81,0.0
704,13.8,72.0,1440.0,900.0,-8.25,18.618,0.12,0.23,55.05,0.0
705,14.1,72.0,2620.0,900.0,14.25,1.754,0.97,1.09,4.42,0.0
705,14.1,72.0,2472.0,900.0,38.25,1.837,0.19,0.3,5.22,0.0
706,14.1,72.0,2289.0,900.0,18.0,2.118,0.94,1.03,5.03,0.0
706,14.1,72.0,2247.0,900.0,-14.25,0.0,0.91,1.09,4.91,0.0
706,14.1,72.0,2233.0,900.0,-14.25,0.0,0.12,0.24,4.66,0.0
707,14.1,72.0,2526.0,900.0,-9.75,0.0,0.12,0.24,4.98,0.0
707,14.1,72.0,2469.0,900.0,36.0,2.618,0.14,0.25,7.84,0.0
708,14.1,72.0,2449.0,900.0,33.0,4.083,0.93,1.05,10.64,0.0
708,14.1,72.0,2475.0,900.0,32.25,4.16,0.92,1.08,11.18,0.0
708,14.1,72.0,2547.0,900.0,31.5,5.037,0.86,1.07,13.67,0.0
709,14.1,72.0,2622.0,900.0,31.5,5.952,0.18,0.32,17.99,0.0
709,14.1,72.0,2736.0,900.0,27.0,6.944,0.23,0.32,18.6,0.0
710,14.1,72.0,2957.0,900.0,24.0,9.088,0.3,0.37,24.27,0.0
710,14.1,72.0,3050.0,2520.0,23.25,8.915,0.82,0.96,25.24,84.0
710,14.1,72.0,3180.0,900.0,13.5,5.12,0.88,1.04,14.84,0.0
711,14.1,72.0,3130.0,900.0,18.0,2.726,0.82,1.04,10.89,0.0
711,14.1,72.0,2756.0,900.0,39.0,0.0,0.14,0.27,6.54,0.0
712,14.1,72.0,2348.0,900.0,-9.75,2.893,0.12,0.25,4.98,0.0
712,14.1,72.0,1976.0,900.0,36.75,1.92,0.95,0.96,3.76,0.0
712,14.1,72.0,1801.0,900.0,37.5,1.613,0.95,1.1,3.76,0.0
715,14.0,72.0,977.0,900.0,4.5,2.925,0.92,1.09,3.03,0.0
715,14.0,72.0,966.0,900.0,4.5,3.277,0.87,1.08,4.13,0.0
716,14.0,72.0,930.0,900.0,9.0,3.2,0.82,1.04,4.42,0.0
716,14.0,72.0,920.0,900.0,-0.75,3.149,0.81,1.03,3.56,0.0
716,14.1,72.0,903.0,900.0,5.25,3.072,0.29,0.98,3.56,0.0
717,14.1,72.0,902.0,900.0,7.5,3.2,0.23,0.92,3.56,0.0
717,14.1,72.0,899.0,900.0,6.0,3.04,0.78,0.94,3.56,0.0
718,14.1,72.0,915.0,1300.0,2.25,6.234,0.21,0.87,10.74,0.0
718,14.1,72.0,1197.0,900.0,4.5,2.803,0.87,1.0,3.08,0.0
718,14.0,72.0,1137.0,900.0,9.0,2.592,0.16,0.25,3.44,0.0
719,14.1,72.0,1196.0,1300.0,21.0,5.408,0.18,0.26,10.45,0.0
719,14.1,72.0,1726.0,1500.0,15.0,4.416,0.83,0.98,9.79,0.0
720,14.1,72.0,1680.0,1500.0,9.0,5.485,0.76,0.53,10.94,0.0
720,14.1,72.0,1595.0,1500.0,6.75,5.574,0.88,1.0,10.89,0.0
720,14.1,72.0,1511.0,1500.0,6.0,5.805,0.22,0.8,11.67,0.0
721,14.1,72.0,1484.0,1500.0,5.25,6.362,0.57,0.36,11.96,0.0
721,14.1,72.0,1504.0,1500.0,4.5,6.163,0.31,0.88,11.67,0.0
722,14.1,72.0,1723.0,1500.0,27.0,4.589,0.2,0.92,11.3,0.0
722,14.1,72.0,1986.0,1500.0,15.0,6.17,0.2,0.27,13.55,0.0
722,14.1,72.0,2325.0,1500.0,24.75,6.643,0.94,1.03,17.33,0.0
723,14.1,72.0,2705.0,1500.0,24.75,7.309,0.17,0.26,22.44,0.0
723,14.1,72.0,3144.0,1400.0,20.25,6.458,0.21,0.27,16.77,0.0
724,14.1,72.0,3025.0,1000.0,39.0,1.408,0.18,0.84,6.37,0.0
724,14.1,72.0,2649.0,900.0,39.0,1.664,0.14,0.24,6.13,0.0
724,14.1,72.0,2536.0,900.0,31.5,5.312,0.87,0.67,14.28,0.0
725,14.1,72.0,2372.0,900.0,27.75,6.112,0.89,0.98,13.75,0.0
725,14.1,72.75,2066.0,900.0,26.25,6.054,0.9,1.05,13.67,0.0
725,14.1,72.75,2158.0,900.0,25.5,5.722,0.91,1.05,13.87,0.0
726,14.1,72.75,2268.0,900.0,25.5,5.805,0.85,1.03,14.97,0.0
726,14.1,72.75,2350.0,900.0,26.25,5.805,0.2,0.58,15.75,0.0
727,14.1,72.75,2473.0,900.0,26.25,5.901,0.18,0.28,16.77,0.0
727,14.1,72.75,2589.0,900.0,27.0,6.214,0.17,0.27,18.36,0.0
727,14.1,72.75,2708.0,900.0,26.25,6.56,0.17,0.27,19.58,0.0
728,14.1,72.75,2828.0,900.0,30.75,4.749,0.17,0.27,14.6,0.0
728,14.1,72.75,2861.0,900.0,33.0,3.475,0.17,0.27,11.43,0.0
729,14.1,72.75,2895.0,900.0,36.0,2.726,0.17,0.27,9.55,0.0
729,14.1,72.75,2903.0,900.0,38.25,2.24,0.18,0.28,8.08,0.0
729,14.1,72.75,2851.0,900.0,39.0,1.856,0.17,0.28,6.45,0.0
730,14.1,72.75,2832.0,900.0,20.25,1.798,0.17,0.27,6.54,0.0
730,14.1,72.75,2789.0,900.0,0.75,1.862,0.16,0.26,6.45,0.0
731,14.1,72.75,2729.0,900.0,-10.5,0.0,0.14,0.25,6.49,0.0
731,14.1,72.75,2584.0,900.0,-14.25,0.0,0.12,0.23,5.83,0.0
731,14.1,72.75,2400.0,900.0,-14.25,0.0,0.11,0.22,5.15,0.0
732,14.1,72.75,2235.0,900.0,-14.25,0.0,0.12,0.23,4.49,0.0
732,14.0,72.75,2069.0,900.0,-14.25,0.0,0.12,0.23,4.05,0.0
733,14.1,72.75,1909.0,900.0,-12.75,0.0,0.12,0.23,3.76,0.0
733,14.0,72.75,1819.0,900.0,-11.25,0.0,0.12,0.23,3.76,0.0
733,14.0,72.75,1749.0,900.0,-12.75,0.0,0.12,0.23,3.81,0.0
734,14.1,72.75,1681.0,900.0,4.5,2.15,0.13,0.23,3.81,0.0
734,14.1,72.75,1665.0,900.0,15.0,3.475,0.88,0.4,7.96,0.0
735,14.1,72.75,1683.0,900.0,15.75,5.99,0.96,1.07,11.84,0.0
735,14.1,73.5,1771.0,900.0,23.25,6.56,0.88,1.07,13.79,0.0
735,14.1,73.5,1887.0,900.0,23.25,7.194,0.35,0.7,15.55,0.0
736,14.1,73.5,2057.0,900.0,19.5,8.614,0.9,1.04,18.97,0.0
736,14.1,73.5,2163.0,900.0,21.0,7.68,0.91,1.08,18.12,0.0
737,14.1,73.5,2304.0,900.0,22.5,7.405,0.89,1.07,19.17,0.0
737,14.1,73.5,2450.0,900.0,24.75,5.843,0.19,0.31,15.55,0.0
737,14.1,73.5,2507.0,900.0,32.25,2.726,0.17,0.28,9.18,0.0
738,14.1,73.5,2526.0,900.0,36.0,2.272,0.16,0.27,8.33,0.0
738,14.1,73.5,2486.0,900.0,13.5,2.349,0.17,0.28,7.4,0.0
739,14.1,73.5,2512.0,900.0,36.75,2.118,0.19,0.32,6.93,0.0
739,14.1,73.5,2421.0,900.0,38.25,1.76,0.88,0.91,4.91,0.0
739,14.1,73.5,2378.0,900.0,14.25,1.779,0.8,0.96,4.98,0.0
740,14.1,73.5,2305.0,900.0,-0.75,1.888,0.19,0.29,4.91,0.0
740,14.1,73.5,2246.0,900.0,-8.25,1.933,0.8,0.68,4.74,0.0
741,14.1,73.5,2185.0,900.0,-14.25,0.0,0.18,0.3,4.37,0.0
741,14.1,73.5,2088.0,900.0,-14.25,0.0,0.12,0.24,4.17,0.0
741,14.1,73.5,2024.0,900.0,-14.25,0.0,0.12,0.23,4.0,0.0
742,14.1,73.5,1929.0,900.0,-12.75,0.0,0.12,0.23,3.81,0.0
